Classification	Tweet	id
	ugh stop it coronavirus!!! seriously!!!! we’re all sick of your shit	1236885642568704000
	Can someone pls explain, why the West is going crazy about toilet rolls?? Isnt Corona abt cough, cold, fever, then why worry about bowel??? https://t.co/esQwePM0aM	1239173400339206146
	Was so sick , but making a quick recovery. Not corona https://t.co/QGjrZ5NGuA	1234653265326825473
	Mfers be showing up to work sick. Nah bitch go home and don’t come back till you have a doctors note that says you don’t have coronavirus.	1234596342543994880
	If the Gov. is serious about stopping #coronavirus then sick pay should be mandatory for all. https://t.co/IK3sMkx7Pr	1234884132083306496
	Coronavirus fears sparks global run on face masks - even though most people who aren't sick don't need them https://t.co/e0qenVFK22 #FoxNews	1233406171622649857
	We asked health experts your coronavirus questions. From symptoms to how exactly it spreads… lots of good, important info: https://t.co/D2qDkfzSIy https://t.co/3zbbgPgbtG	1234874566633312272
	tfw you’re lying in bed with a fever wondering if you have corona virus and have been infecting everyone around you https://t.co/iuHvKZqb56	1233880317351596032
	Washing one's hands and social distancing are the strictest measures that need to be observed by each individual to avoid getting infected and infecting anyone (if you're sick), not just limited to #COVID19 https://t.co/L8aBBe4nj2	1238017214659186689
	Simplest advice to reduce the spread of infection.  Wash hands much more regularly. Cover your mouth and nose when you cough/sneeze. Avoid the sick.  #Coronavirus #Covid19 from @NHSuk https://t.co/3MNSOqyI5f	1233866651956805632
	That’s the trick get pulled over, tell the cop your sick and think you might have Coronavirus. #LivePD	1236120199058817024
	Am I a bad person for wanting to cough everytime I see someone wearing a mask? #Coronavirus #COVID19 https://t.co/R3QJXWVp6l	1239531910403104769
	Could Johnson do this (to the banks?). I hope so, but won’t hold my breath. https://t.co/KwsdCJhR3D	1237322462016274432
	Health officials in Kentucky say six of the first #COVID19 patient's coworkers have self-isolated themselves and have not shown any symptoms of the illness. https://t.co/zC6iJEBHrO	1237046236781428742
	Unforgivable #coronavirus  #paidsickdays everyone needs to be able to get healthy—or no one will https://t.co/o6giB1FNS6	1238065632152678400
	This is great news.  A Warren, OH man with #Coronavirus is feeling better after saying like he was going to die a few days ago.  We can and will beat this thing!  https://t.co/2aFwT8SFZZ	1238614915780431879
	Why doesn’t coronavirus make kids sick with COVID-19? https://t.co/spJTA9LNiz	1237460591368966151
	Getting sick of hearing Mike Bloomberg on ESPN podcast. Jesus this guy even has solutions on the Corona Virus now.	1234889080145633281
	CoronaVirus narrative- China: the virus came from the US, it was intended to kill our economy.   US: no diagnosis reports on COV   Meanwhile, if you compare the symptoms of a normal flue w/ COV, there is no significant difference. (1)	1235615738498408449
	Coronavirus fury: Donald Trump leaves Europe furious after ‘extremely disturbing’ ban https://t.co/EDrTr3ACEe Considering Europe is now the epicentre of #Coronavirus epidemic.. President Trump is correct to put ban in place.	1238562103839141889
	Helpful thread on #COVID19   “Grandma has better shot at surviving if u get sick in July vs today” https://t.co/Mlzt3v4nbj	1237720049722388482
	Bey thinking back on it, I might’ve had corona virus fr fr last year.... Cause that flu try carry my life away from me, I get sick 3 times before I got better... smft	1239543287851167744
	@drdgoldstein @DrChoueiri Do we withhold NAC during flu season? NAC cures people with MIBC, and I don’t expect Coronavirus testing to be added to cisplatin-eligibility criteria.  It’s a virus like many others PT’s are at risk for.  If pts are healthy treat.  If they are sick, hold.	1237193528687681536
	Say it with me: Large companies can afford to provide paid sick leave. They have to provide sick leave if we want to stem the spread of #COVID19. Most do not currently provide it. We can change that.  https://t.co/d44Pm6MSP0	1238871526448848896
	All campuses are urging healthy habits to students such as frequently washing your hands and staying home if you're feeling sick. https://t.co/tVsDNnRntt	1233599644942454785
	With no critical beds, our #NHS will be overwhelmed. Mnay many #coronavirus patients will have to stay at home. Read advice from @WHO on homecare for coronavirus patients. https://t.co/wJewUf49MY	1238169673784610823
	@MaxCRoser FYI This is concerning - says younger people, without pre-existing conditions, are also now presenting with the most serious symptoms in Italy: https://t.co/sQJurKOJgy	1236959303208222720
	@socolorfull Last week I had terrible chills, no fever, and horrible nausea and all I could think of was “well at least it’s not Coronavirus”	1237149570351718400
	Alright fuck it I’m just gonna say it...  I been sick for a week now  Guys what if I have corona fr? 👀	1236497476795817989
	https://t.co/fV8uoQzJ3p masks for coronavirus n95, coronavirus, coronavirus symptoms | covid 19   Gowns coronavirus, coronavirus symptoms What testing and standards should I consider when looking for CDC-recommended protective clothing?  for more information visit our website https://t.co/feGCGGuQ2V	1236891847244431366
	Just a day earlier, the couple posted that they tested positive after exhibiting symptoms like tiredness, body aches, chills and slight fevers.      In the US you have to have been in China in the last 14 days.  SMDH https://t.co/Vc08KL9RT5	1238576874005188608
	@realDonaldTrump Disturbing video of real Corona symptoms in the Netherlands https://t.co/r9l9KZoFug	1237152496042348545
	Are the relevant public health folks (@CDCgov @US_FDA @WHO) gaming out what happens when, over the next few weeks, seasonal allergies start to heat up and 10s of mlns of people start to manifest symptoms not dissimilar from #COVID19? Seems like this might overwhelm testing cpcty	1235494483812323328
	Opinion: Parents, don't sugarcoat coronavirus – children must know the truth https://t.co/h840zSP4MV	1237727644776570880
	BREAKING: John Travolta's publicist has issued a statement: "John does not have Coronavirus. He was hospitalized Saturday because his chills were multiplyin' and he was losin' control. He was released when it was discovered that it was Saturday Night Fever. He's Stayin' Alive." https://t.co/SF31icbn7l	1237257713157058560
	Let's start off the day on a good note.  One of my fans got sick, went to the Doctor and tested NEGATIVE for coronavirus!  Good to hear the very good news from "Raw Obama"..!	1238821987293822977
	So since the #CoronaVirus hit the U.S. like a new dance I've decided I'm going to stop vaping/smoking cannabis. I have baby lungs, and doing something that will make me cough...hard is also something that can compromise my immune system. 1/2	1235398003306840066
	Whole schools are being shut because of the coronavirus.  These kids are smart.  They have access to the internet.  Google the symptoms act it out, shut the school for a couple of weeks, game in their room chatting to their mates and return as legends! #coronavirus	1233455071142318080
	@DrJAshton If you have severe breathing problems, you should get help immediately, according to @DrJAshton.  She recommends calling 911 and letting them know you have respiratory problems and need to be isolated and seen right away. https://t.co/fepW0KmlTH	1234613840349888512
	In the middle of the #Coronavirus crisis, it's a matter of urgency that @Amazon, @Uber, @Deliveroo and others finally allow their employees paid sick leave. Sign the emergency petition to them NOW https://t.co/Eef8N9Rdw3… @GKenna49 @mmjblair @nobodybooks @AngelaMortimer2 @subem	1235968819765686273
	@RightMatters1 @ConservJean @BoehretLeigh @lost_grrl @RAPlatt18 @AngelaBelcamino @realDonaldTrump Here is the actual bill.  There is a lot of pork in it and a lot of things that in no way have anything to do with The Coronavirus emergency.  They are using it to push a mandatory sick time law on employers in addition to the emergency funding coming from the government.	1237976376998686720
	@prince_ofthebes @zarahsultana @evolvepolitics Your customers, who happily are still alive because they weren't exposed to coronavirus thanks to your sick employee being unable to afford to self-isolate.	1234811291971309570
	@lgadbery And the gig workers. How dare they demand paid sick leave! We have a right to their labor just as much as any medical professional's!😉 https://t.co/jfSE2fm4rO	1236500536372977666
	Getting a cold/cough during corona season is awesome cuz people can stay away from me finally	1236726767005716482
	@FYang_EP Sorry about your friend, considering the overwhelming majority of cases ARE mild. Here's a link to an NBC report which says - "..that the majority of people who get this disease have NO symptoms or mild symptoms," https://t.co/3Br7zqW2Qi	1236902143728087040
	@GeromanAT Initial figures from South Korea (Republic of Korea) were false positives - i.e. symptoms of mild 'flu were included in COVID19 infected cases - real numbers have now been revised down.	1239047286631497729
	I can’t believe the media is causing a epidemic among the general public with regards to the Coronavirus.  The flu has killed more people within the same time frame... wash y’all hands and take medicine/stay hydrated if you feel sick, that’s it.	1237161733799755783
	Many people are paranoid about getting coronavirus but if ya gona get it, ya gona get it. Cabin fever will make u go crazy	1233660086133960704
	‘Coronavirus scare? What Yankees’ Gerrit Cole was thinking when he was sick this week’ by @RandyJMiller for @njdotcom: #Yankees pitcher Gerrit Cole was worried when he started feeling ill early this week…. https://t.co/nzQCCi0JDe https://t.co/Z4wpDKSVmo	1235932907694325763
	My foreman sent me home today because I looked sick and said to keep the coronavirus contained ☠️🤦‍♂️	1237127376280211456
	@_MattSavino @Pupster7 @NickKristof @soledadobrien ...and COVID19 spreads easier, has no vaccine and no therapeutics to treat symptoms.	1234578035988402179
	Sooo...why cant they prioritize giving out more testing, then people dont need to panic if they know they dont have covid19? For a virus that is contagious when you dont show symptoms, seems dumb to only allow people to test if they show symptoms...	1239651447475666944
	@psychdr100 @PolitiZoom Failed to show up!!!!! Maybe he's sick????  🎧Corona, Corona....🎧	1237820453034565634
	If you believe you have the symptoms of corona virus or been exposed to the virus do not go to a GP surgery, pharmacy or hospital. Call 111 if you need to speak to someone or use their online service: https://t.co/iygVexPsYV #COVID2019uk #COVID19 #SundayThoughts https://t.co/2jyQqHN1LD	1239227357178757120
	Cruise passenger infected with coronavirus: 'I never showed any symptoms at all' https://t.co/Bu32VDP6xo #FoxNews	1239640188793442305
	Before the coronavirus i used to cough to cover a fart, now I fart to cover a cough.	1237135877647798272
	See images of Hitler Youth. "MAGA fans go wild as coronavirus hits blue states" https://t.co/AA01J4MB6E	1234216206099472387
	Trader Joe’s Giving Employees Sick Time During Coronavirus.. https://t.co/g9PKock2Fx https://t.co/CkWupr0g5v	1236616419732832257
	Sick Politicians and a Lack of Urgency: Tracking Iran’s Response to Coronavirus https://t.co/hSbEBvmsuw	1238281228643598338
	@POTUS I am just so sick of your idiotic mumbling, dementia filled rhetoric! You are gambling with our lives! Are you happy now? Pretty powerful, aren't you? Wanna bet on how many will perish due to your stupidity. Go lick a petri dish filled with Coronavirus. #Resist	1234200382043115520
	@realDonaldTrump @VP: WHY ARE THERE NOT ENOUGH TEATING KITS AVAILABLE TO TEAT EVERYONE WITH CORONAVIRUS SYMPTOMS??? https://t.co/mA5EItEQTa	1238013989336035329
	The one beside Ibrahim was leaning against the door. Ibrahim coughed in their general direction before replying, 'I am a consultant in the infectious disease clinic in Yaba, I noticed this cough and cattarh after we received the guy suspected of importing Corona to Nigeria'	1233814332678516742
	@USChamber What will businesses do when hourly workers or others without sick day pay do when they show up to work sick. They can’t afford to stay home sick but will businesses pay for testing and time off if they test positive 4 coronavirus? If not, this will put US at a big risk	1235780096839032832
	#COVID2019 MEDIA....AND DEMS...one in the same... are saying "the corona virus could be an opening for the Democrats"  WHAT?  Hey sisters and brothers - they don't give a shit about you and me for them to wish for something like that. The more sick or dead the merrier for them	1237048402334158850
	“In the only wealthy country in the world which does not require employers give workers paid sick days, that guidance is difficult to follow.” https://t.co/cl4qLIkosA	1233388474704826368
	What is the point of beating and harassing another race going to do to stop the coronavirus. All these mfs need to go to hell. LITERALLY WASH YOUR HANDS AND PROPERLY SANITIZE AND DISINFECT YOUR SPACE AND BELONGINGS. Sick of this bullshit bro. https://t.co/Cpe1mKo8vf	1235915080119746560
	The Coronavirus is really taking off at the worst time (in the US) because spring is almost here. Everyone is about to look sick because of allergies so you can’t tell the difference 😭	1236718132338855939
	As #coronavirus rages around the world, keep in mind 2 years ago Goldman Sachs told investors to AVOID investing in cures for diseases because there's much more profit in treating symptoms while the people remain sick &amp; pass the illness on to others.   Thanks capitalism. https://t.co/JX1MotiGUM	1239609297451061248
	@Xsagaroth @Wrexit "People who are in the community with a fever or cough do not usually need testing" (this includes people who have definite CV infection) https://t.co/FQgdUhTXSu	1239319500505440257
	People that self isolate due to #coronavirus are not necessarily sick, weird or...zombies. Please remember that self isolation will be extremely boring. Give them a call, and remind them to look after their #mentalhealth too. https://t.co/8kENAGLYEb	1237149525086818304
	US President @realDonaldTrump said he sees no reason to be tested for #coronavirus   https://t.co/vV4o0jLUy5	1237443151100551168
	@MonPetit81 @HenkDor @SkyNews And if your family member has corona and you develop the same symptoms, you are pretty much an idiot when you expect it to be a cold... nevertheless. Save test capacity for where it is needed. Not for stupid people.	1237735996634083328
	@CarlWorsham @MSNBC Anything to make Trump look bad. They are hoping people get sick and die of Corona just so they can attack and try to blame Trump. These people are sick.	1233801396216045571
	At the same time, the House is trying to work on ways to help the general population.   https://t.co/mGY2u5P5bZ  "The Democratic bill would include emergency paid sick leave, enhanced unemployment benefits, and free coronavirus testing...also include enhanced food aid"	1237794869000589313
	An overactive immune system means I'm ALWAYS sick. I'm so tired of coronavirus jokes.	1234896161703682050
	@drdavidbull Let me summarize. Britain’s leaders appear to want the whole nation to get Coronavirus because they don’t understand basic science, logic, or history — they think that everyone getting sick magically confers resistance on a nation. That is not how disease works.	1238823356419506179
	Only way Trump can survive the coronavirus is for the virus to magically disappear and soon. If some his base were to get really sick with it... #StockMarketCrash2020 #TrumpLiesAboutCoronavirus #Coronavid19 #COVID19 #FridayFeeling	1233571706142416897
	Coronavirus in NY: De Blasio urges sick New Yorkers to stay off the subways https://t.co/lO4i7aRzql via @nypmetro	1237001157601562624
	@BoltsRus05 @Headfullofnigh1 @trumpsatwit @Johnlee333333 @realDonaldTrump It is deadlier than the flu. The flu has a much lower mortality rate, plus the coronavirus is spreading much faster. It's not just about getting sick, it's about the effects, like the economic effects. It could cause a major recession.	1234654802392633349
	What the news media said about the #coronavirus is probably just to strike fear into our hearts (unless serious).  If really concerned, all we have to do is keep our hands clean, never touch our face or somebody/someone else’s face, and cover our mouths when we cough/sneeze. (4)	1237196822332018691
	People, if you are sick, please stay home. We’ve had people come in the office with their germs and corona or flu, I’m not trying to get sick.	1238256606757912581
	So sick (no pun intended) of the coronavirus news cycle, people talking about it at work and having all events canceled last minute. Like I get why, but can't we all just wash our hands more frequently and move on with our lives? Makes no sense to ruminate on this!	1237459710539776002
	Testing for COVID-19 can be performed only on individuals who meet very specific criteria. A patient must be recently returned from traveling in an affected area and exhibiting specific symptoms.  CDC guidelines restrict testing asymptomatic population. #coronavirus #CDC #TestKit https://t.co/l3z7PLMFpY	1237032034381463552
	@null “Hi Bye, Mama” Halts Filming Due To Staff Member Showing Coronavirus Symptoms  https://t.co/FNUPlOtAfh	1233972868909686784
	King Alia airport checking people for coronavirus symptoms on people https://t.co/r27aC5BvZr	1237302997455196160
	Does this mean *any cough whatsoever* that has had it for any amount of time? Confused #COVID19 https://t.co/uKzxV02E1u	1239616762368405504
	@ndrew_lawrence @joncoopertweets OMG!!! These people are SICK! The coronavirus is knocking on their door now! I wonder what they will have to say about that!!!	1237184551442452481
	@Julian81120365 @RysiekzMisia @TwaroTwaro @premierleague #COVID19 | There is new advice from government:   🔘Self-isolate for 7 days if you have a continuous cough &amp;/or high temp 🔘Schools to cancel foreign trips 🔘Older people urged not to go on cruises 🔘Schools open 🔘Large gatherings allowed  Learn more: https://t.co/s6mN6tkF7r	1238244781047910410
	Below is why the #coronavirus must be taken seriously by all Americans. Understand: the worst hit region in Italy is also its richest, with some of the best healthcare available. 80% of acute care beds are now dedicated to people sick with the virus. 80%. https://t.co/uPAY3jwzTu	1237490911052849152
	@WendyPuerto And the ‘advice’ they’re offering proves that, as per usual, they haven’t got a clue.  Some minister on the telly said 80% of people who get coronavirus will only have mild cold or flu like symptoms.  So how will they know whether they’ve got coronavirus, or a cold or flu?	1235484653454266368
	Sick waiters at restaurants will be a huge source of spreading the Coronavirus in the US.	1233415154886414337
	I am sick of the coronavirus and I don't even have it yet.	1237014405981880320
	Remember when the open letter signed by @jamesbondlive and me was ridiculed? Or when NoTimeToDie was postponed many said it was overreacting?  Well this: Up to 10,000 people in UK have coronavirus, officials say https://t.co/fJ4W2HAGWo	1238155985992253449
	@realDonaldTrump @amyklobuchar @PeteButtigieg I support Trump but his policy hoards protective masks. That SUCKS for high risk senior communities where store backorders are lasting weeks.  COVID19 transmitted by “virus-laden droplets expelled from an infected person’s cough, sneeze or breath”. Swab tests don’t save elderly	1236692148247875585
	I have a cough and I am ~scared~ bc I would be the single person in Dearborn county to get corona lolz	1237515907716579330
	The coronavirus doesn't make mice sick. So as researchers across the world gear up to develop vaccines that can stop the spread of COVID-19, one lab is breeding a new generation of mice that they can test them on. https://t.co/tzFQERmSxR	1239099285888778242
	A potential infection wildfire -  Florida's tourism and service economy offers part-time, no healthcare and no sick leave jobs. Situation at @PortEverglades, contract employees - #coronavirus community spread. @GovRonDeSantis @HealthyFla https://t.co/cNEmqVQDXL	1237406798044332034
	Wot happens if u get infected or exposed at workplace? Coronavirus  https:/www.news.com.au/world/asia/coronavirus-may-have-leaked-from-a-chinese-lab/news-story/0bc7c4f52892eb2e51e788b8e2e45c07 quarantine raises quests re annual leave &amp; workers' rights -ABC https://t.co/zO8XMoV6RO	1237156424506937344
	@News24 Doctors are not safe. Patient will come with ordinary flue symptoms whereas its CoronaVirus.🤦‍♂️	1235541244060807170
	@keshavk789 And who told you TB's cure is easy? Vaat lagegi TB hua to. It's more deadly and God forbid one should not get Multi drug resistant TB. There even if you survive you'll have permanant complications.   Coronavirus mei mostly you'll stay sick for a month and you'll recover. Done.	1235178230111440904
	@aumjrpayne @RepMattGaetz SICK being the operative word Can’t coverup the CPAC Coronavirus	1237401880189427712
	Tori Spelling Says She's Sick at Home, Ran Out of Toilet Paper amid Coronavirus Pandemic https://t.co/PVdBUZooTb via @YahooEnt	1238642431542902784
	150,000 immigrants from 72 nations with coronavirus stopped at border! Democrats are trying to bring CiVi19 into the US by helping their Illegals sneak over the border. 150,000 SICK Illegals stopped so far, how many are getting through!? #DemExit  https://t.co/Jdwa6Eu2MV	1238988931133100033
	You know, this is surreal. These last weeks I'm living in my country feels weird. There is no second I don't hear the word "Coronavirus" and all that stuff related to it. People watching you really bad when you go on the bus, thinking you are sick and so on. It's... fucking weird https://t.co/DcmapIh2Vn	1237125545722351623
	Me second guessing my allergies as Corona symptoms https://t.co/Myi2YRyJOJ	1238169143112695813
	@Blackie_White @kevin_kevj2912 @jillethelmurray @PhillipCoorey The reason for the strict criteria is reagents for the test are running low. If you have symptoms you will only be tested if you've been overseas 14 days prior to symptom onset or if you have been a close contact of a positive case. https://t.co/I9Ln2km4VH	1239024716385411073
	Just the tip of the iceberg, and @peacehealth is sending out messages in WA saying they will only test for  #coronavirus  if you have traveled or had contact with someone positive and have symptoms. #coronavirusoutbreak #COVID2019 #2019nCoV #coronavirusupdate #coronaviruschina https://t.co/4VCw6pkvPN	1234179465925644289
	Basically #coronavirus and assorted mean spirited stuff. That's my whole feed. Getting sick of twitter.	1237261282488844288
	After spending the past 10 days in Disney world with over 50k people from all over the world daily. I’m almost sure this cough I now have is coronavirus  Goodbye cruel world.... at least I never turned 30 🥳 https://t.co/E2M8H8nwtR	1234254496584359936
	This is urgent: Tell @Amazon and @Uber to stop forcing their drivers to work sick! #Coronavirus https://t.co/nY1MMU2AgX	1235899551107686400
	People across US say they’re being denied coronavirus test https://t.co/mB5fYQ5AO7	1238425224271593473
	@chrislhayes Chris Hayes should brush up on his history  Guinea Worm.  West Nile Virus.  German Measles.  Ross River Fever.  Omsk Hemorrhagic Fever.  Ebola Hemorrhagic Fever.  Marburg Virus Disease.  Lassa Fever.   Calling it Wuhan virus isn’t remotely wired  #coronavirus 🦠	1236832987104370690
	Dr Downing and other physicians have urged preventive supplementation to ‘prevent or minimize symptoms for future viral infection,’ including coronavirus. #coronavirus #CoronaOutbreak #COVID_19uk #preventcoronavirusfromspreading https://t.co/c9HEgn1GIs	1238917818088689664
	@realDonaldTrump @GavinNewsom Y’all know my son got a fever 🤒, he’s always the first to get sick easily and when his throat started hurting he went to the doctors and they didn’t even have tests to test him for the corona virus 🦠🙄🙄🙄🙄😞😞😞lies lies and lies 💔😞😞😞😆he lives in California	1236354158317277184
	@marcorubio @MittRomney @robportman @VOANews @KamalaHarris @SenShelby @PattyMurray @DanaPerino @FoxNewsSunday @Yamiche @abbydphillip @TexasTribune @NOLAnews @dallasnews @KentuckyGazette @DMRegister @conarck @SaraCarterDC @GayleKing @BretBaier @PBS @60Minutes @IAmSophiaNelson @craigmelvin @DrDenaGrayson @RepJeffries @MichaelSteele @JudyWoodruff Egypt reports first death from COVID-19 virus -   "Egyptian Health Ministry spokesman Khaled Megahed said the country's first fatality was a 60-year-old German tourist, who had a fever when he arrived in Hurghada on Friday from the city of Luxor." https://t.co/ZfDdwpiC33	1236879055305052160
	@HelenYates52 Is that why a vaccination is so far off? Also, this talk of most folk only suffering from ‘mild cold-like” symptoms deceptive, as you are left weaker and more vulnerable for the next time you get it? #coronavirus	1237302183743414272
	There’s a Giant Hole in Pelosi’s Coronavirus Bill https://t.co/czL128YXGS  Husband works f/@amazon as @WholeFoods shopper for food deliveries - gig hours. Stopped workg 3/12 due to being immunosup. No pay no work. Get this: no traing re hand washg, no obv effort at gel or gloves!	1238902105643065347
	Hey @McDonalds: You aren't doing enough to protect workers and customers from #coronavirus. Give ALL workers paid sick leave NOW. Petition: https://t.co/5l450NdPgH #FightFor15 #covid19	1238226868614115334
	GOP lawmaker who voted against paid sick leave in Florida takes paid leave from Congress https://t.co/HXK9voJLUj by @lhfang	1238809273435672576
	@NYGovCuomo Employers need some incentive, or penalties, at this time, with the #Coronavirus danger. People should not be forced to go to work sick out of fear of losing their job!	1234237982682624005
	Wife just informed me that one of her co-workers just got back (Arkansas) from San-Fran and has cold-like symptoms. She went to the docs and asked to get tested for Covid19 and they laughed at her. She persisted, and they refused to test her. Cool, cool. #Covid2019 #coronavirus	1237096211548704769
	Love the people that think hand sanitizer is gonna keep them from the corona virus.. like guy plz just wash your hands like a normal human being and you may or may not still get sick The cure is not hand sanitizers and a shit load of toilet paper #AMERICA🤦🏻	1237526073610350592
	What are the symptoms for the coronavirus https://t.co/dzkzNqxGE9	1237445975976734720
	Corona virus got these people wildin. Like first of all you should’ve been covering when you sneeze/cough and washing your hands thoroughly to begin with. Nasty ass mfs.	1237133037814657024
	Millions of American workers who don't have paid sick leave could face an impossible choice if they suspect they are infected with coronavirus: their health or their livelihood. https://t.co/BK8jfCNJpA	1237410912035844096
	"Health authorities are 'flabbergasted' a Toorak doctor with flu-like symptoms continued to treat about 70 patients while concerns for coronavirus surge"  #Stupid!	1236114379852021760
	@RepMattGaetz You can be contagious for 5 days before showing any symptoms. #COVID19	1237459831725772802
	First Brit coronavirus victim explains 'suffocating' symptoms and 'burning eyes' https://t.co/bgwIoaXUc2 https://t.co/oyp9RRLKy8	1235478407833677825
	"Shits getting serious" is one of the symptoms of #coronavirus   ...get yourself tested if your shit is getting serious https://t.co/sUTr9Xi2bI	1237356472687669248
	i‘m sick because i have my period and my school just called asking if i have corona. please god i only have my period!	1237278548496453632
	Why get tested for #Coronavirus if they have no cure? Viruses come and go. The people who overcame it did the same thing as with a cold or flu. The only reason to get tested is to prove to your employer why you need sick days and to get compensation from the government!	1237762397525299200
	@GlinkLive @BNODesk Also, 6 French tourists who returned from Egypt tested positive for the Coronavirus. Unlikely they have only 1. They just don't test ppl. (France btw is doing the same, they don't test you unless you have symptoms).	1233617883634204672
	A massive Johnson failure because 1) sick pay is not enough (20% versus up to 100% elsewhere) and 2) words are not enough when you can't afford the next bill unless you work.  Faced with destitution or maybe infecting somebody, what would he choose? https://t.co/ZqEumKR1Yn	1235190639505088517
	And js to make your whole coronavirus fantasy tell me some shit and I will not hesitate to cough on you “since I’m asian”	1237038771515740160
	Fuck everything. They closed a school down for 2 weeks near Indy bc confirmed Corona then it'll reopen in 3wks after spring break. His boss just told him he needs to go to that store tomorrow bc execs coming. I'm like no, I'm already sick &amp; I literally can't get sicker this week!	1237180554661040128
	When I hear someone in my office cough.... #coronavirus https://t.co/8jkx3TO7y7	1237766863209332736
	@realDonaldTrump @CDCgov Breaking news https://t.co/Ap2Fq8Awiz #CoronavirusPandemic	1238419211879419905
	Pls do the vampire cough and not open mouth hack on everyone bc corona virus is respiratory soooo	1238046953000382466
	Nurgle has blessed me with all the coronavirus symptoms. That or man flu	1234865397062656005
	Nacho just left for his first ER shift in several days and he is getting wicked sick of my new salutation, “Don’t forget to send me all of the real-time coronavirus news kbyeeeee!!!”	1236461708362702848
	This lovley dog have to go under inspection in Hongkong, because the owner is sick by corona ! https://t.co/MBloQwuV0E	1234012410366898176
	World Health Organization official: 80 percent of coronavirus cases will involve mild symptoms  https://t.co/jjetFnP0at They didn’t mention your hands to our eyes contacts. There are special precautions that are simple.Don’t rub your eyes, use a tissue	1238199513178951681
	State of Tennessee all in the last month (-:   Flooding?? Got it.  Tornado?? Got it.  Corona Virus?? Got that as of today.   WASH YA HANDS &amp; NO NOT SHAKE HANDS. GRAB DOOR HANDLES WITH A KLEENEX. CARRY SANITIZER WITH YOU. COVER YA DANG MOUTH WHEN YOU SNEEZE/COUGH WITH YOUR ELBOW!	1235595208261279746
	🚨BREAKING: The Virginia Department of Health announces a 3rd case of the #coronavirus, this one coming out of Arlington County. The person is in their 60s, developed a fever, cough, &amp; shortness of breath after returning from international travel. @NBC12 https://t.co/dsTuOJxiJX	1237049227571847171
	“My housemates and I can make soup for our friends, we can deliver groceries for our neighbours,” she said. “But we can’t collectively provide things like paid sick leave for all workers..." #COVIDー19   https://t.co/gdYIyjsqLD	1239758299102359552
	Apparently one of the symptoms of coronavirus is that you get an enormous fat ass omfg I think I have it my ass is so round and juicy wtf I can’t believe it I gotta tell my doctor about my giant perfect ass immediately	1235629795674906624
	In case any one has symptoms of common cold,  coughing &amp; sneezing, kindly don’t panic. All common colds are NOT corona infection. Just practice self isolation and good hygiene. Prevent public contact. All should act as responsible citizens &amp; not create any sort of panic.	1235024938622259201
	@mudhoney @subpop 2020, post-coronavirus gives 'touch me i'm sick' a whole new meaning	1234629136116801536
	In the middle of the #Coronavirus crisis, it's a matter of urgency that @Amazon, @Uber, @Deliveroo and others finally allow their employees paid sick leave. Sign the emergency petition to them NOW https://t.co/WckjNxJjXJ	1235643902415253506
	Good Day, Everyone 🇺🇸💯 I'm So Sick Of Biden Tweets, Coronavirus Tweets We Are Being Sucked In By Leftest Propaganda By Keeping These Stories Alive. I'm Done With Them Both  Please Stop The Landslide Talk. Dems Cheat, Many GOP Don't Vote Lets Focus On Getting The Vote Out In 2020 https://t.co/dvA0HUV7Ob	1237743339744579585
	Sick to death of hearing about this coronavirus chill out man 🙄	1233341526106877952
	@t0nit0ne So what do we do?! ..  Walk into a hospital and say test me for corona virus  I have cough and chest pain?!	1239627132113948672
	@odiyaya Symptoms of coronavirus. Just try and sanitize the both hands it would stop 🤔	1238399701495558145
	Just amazed how quickly a vaccine is in the works and so much money being thrown at the true unknown cause of the corona virus 🦠  Yet cancer is still killing by 1,000’s .   Wash your damn hands and cover your mouth when you sneeze or cough.   Good gracious!	1235668396898955265
	Incredible. https://t.co/8Hby4mhb7c	1238302830252789760
	$4500!!! You’ve got to be kidding me. $4500 is what? About one month’s pay for the average person. To be maybe very sick for 5-10 days.  Or even die. Although. It could be of great benefit to others.  Company will pay $4,500 to be infected with coronavirus https://t.co/N6rbTJb6tm	1237527782491426817
	Alright... Going to try to sleep early tonight as it is 10pm here in NZ....last night I slept 4am😷 tired of cough and flu for 3 weeks now🤧.... I hope it's not Corona 🤣🤣 as we have got more that 5 cases now,😖.. Kindly wash your hands after reading my tweet 😂😂.. Take care.	1237301326150696960
	Pretty sure I’m getting a chest cold but the hypochondriac in me is yelling “CORONAVIRUS” even though I don’t have a fever	1233952148393807872
	US House passes #coronavirus bill funding free tests, sick leave https://t.co/D35AUiuDTQ	1238770051634921472
	If you have all the potential sick people going to the doctors to get a note to collect #EI, thats where the most vulnerable are is irresponsible of #Trudeau #cdnpoli #Coronavirus #Canada where are u suppose to go? #CBC #CTV	1237778394785271808
	@RealJamesWoods I'm more disgusted that a thing exists called a "butt plug" than I am about a thing called the "Wuhan Coronavirus".  People are sick...mentally sick.  WTF needs a butt plug?	1237280595970949120
	@RaheemKassam @CPAC Actually by having Congressmen who've been exposed to the person w) Coronavirus at CPAC do TV interviews via Skype like several have, and say they still have no symptoms 10 days later, it helps calm public fears about myth of 'easily' catching it.	1237246597131616256
